timestamp,TEMP_MCU,VOLTAGE_SUPPLY,CURRENT_DRAW,label
2025-11-10 00:12:10,61.78,3.275,0.313,normal
2025-11-10 00:12:20,50.73,3.261,0.299,normal
2025-11-10 00:12:30,47.56,3.28,0.25,normal
2025-11-10 00:12:40,46.81,3.287,0.312,normal
2025-11-10 00:12:50,84.78,2.962,0.205,anomal
2025-11-10 00:13:00,63.5,3.288,0.328,normal
2025-11-10 00:13:10,59.13,3.278,0.264,normal
2025-11-10 00:13:20,59.0,3.283,0.343,normal
2025-11-10 00:13:30,58.94,3.295,0.261,normal
2025-11-10 00:13:40,59.44,3.331,0.262,normal
2025-11-10 00:13:50,54.17,3.322,0.313,normal
2025-11-10 00:14:00,63.21,3.274,0.318,normal
2025-11-10 00:14:10,60.73,3.343,0.289,normal
2025-11-10 00:14:20,54.92,3.32,0.345,normal
2025-11-10 00:14:30,53.18,3.344,0.326,normal
2025-11-10 00:14:40,60.08,3.325,0.348,normal
2025-11-10 00:14:50,62.29,3.275,0.318,normal
2025-11-10 00:15:00,56.24,3.251,0.295,normal
2025-11-10 00:15:10,57.08,3.328,0.292,normal
2025-11-10 00:15:20,49.66,3.324,0.324,normal
2025-11-10 00:15:30,58.68,3.255,0.285,normal
2025-11-10 00:15:40,86.93,3.252,0.497,anomal
2025-11-10 00:15:50,87.01,3.407,0.386,anomal
2025-11-10 00:16:00,52.21,3.305,0.253,normal
2025-11-10 00:16:10,63.5,3.31,0.313,normal
2025-11-10 00:16:20,45.53,3.292,0.331,normal
2025-11-10 00:16:30,49.33,3.293,0.298,normal
2025-11-10 00:16:40,63.62,3.265,0.326,normal
2025-11-10 00:16:50,61.84,3.302,0.266,normal
2025-11-10 00:17:00,63.37,3.266,0.322,normal
2025-11-10 00:17:10,64.15,3.285,0.347,normal
2025-11-10 00:17:20,51.03,3.319,0.253,normal
2025-11-10 00:17:30,52.75,3.335,0.318,normal
2025-11-10 00:17:40,56.7,3.255,0.319,normal
2025-11-10 00:17:50,61.64,3.267,0.32,normal
2025-11-10 00:18:00,46.41,3.291,0.327,normal
2025-11-10 00:18:10,53.53,3.291,0.333,normal
2025-11-10 00:18:20,46.01,3.314,0.289,normal
2025-11-10 00:18:30,58.05,3.29,0.294,normal
2025-11-10 00:18:40,45.92,3.323,0.296,normal
2025-11-10 00:18:50,48.03,3.286,0.255,normal
2025-11-10 00:19:00,47.04,3.349,0.264,normal
2025-11-10 00:19:10,51.32,3.264,0.347,normal
2025-11-10 00:19:20,60.02,3.311,0.3,normal
2025-11-10 00:19:30,53.52,3.295,0.269,normal
2025-11-10 00:19:40,50.73,3.345,0.276,normal
2025-11-10 00:19:50,63.68,3.263,0.312,normal
2025-11-10 00:20:00,58.69,3.323,0.259,normal
2025-11-10 00:20:10,58.53,3.322,0.311,normal
2025-11-10 00:20:20,80.26,3.158,0.196,anomal
2025-11-10 00:20:30,47.77,3.28,0.293,normal
2025-11-10 00:20:40,82.91,3.141,0.227,anomal
2025-11-10 00:20:50,64.71,3.319,0.287,normal
2025-11-10 00:21:00,46.4,3.316,0.252,normal
2025-11-10 00:21:10,45.26,3.282,0.341,normal
2025-11-10 00:21:20,52.68,3.35,0.301,normal
2025-11-10 00:21:30,46.65,3.27,0.325,normal
2025-11-10 00:21:40,82.8,3.047,0.285,anomal
2025-11-10 00:21:50,46.77,3.337,0.3,normal
2025-11-10 00:22:00,63.47,3.259,0.317,normal
2025-11-10 00:22:10,48.61,3.34,0.302,normal
2025-11-10 00:22:20,58.49,3.347,0.253,normal
2025-11-10 00:22:30,45.75,3.344,0.287,normal
2025-11-10 00:22:40,59.38,3.254,0.336,normal
2025-11-10 00:22:50,60.54,3.286,0.324,normal
2025-11-10 00:23:00,53.01,3.276,0.266,normal
2025-11-10 00:23:10,45.55,3.334,0.31,normal
2025-11-10 00:23:20,55.77,3.324,0.319,normal
2025-11-10 00:23:30,47.01,3.341,0.262,normal
2025-11-10 00:23:40,64.61,3.279,0.284,normal
2025-11-10 00:23:50,63.31,3.319,0.253,normal
2025-11-10 00:24:00,47.94,3.32,0.339,normal
2025-11-10 00:24:10,48.57,3.293,0.261,normal
2025-11-10 00:24:20,61.88,3.315,0.28,normal
2025-11-10 00:24:30,54.92,3.308,0.306,normal
2025-11-10 00:24:40,59.8,3.261,0.323,normal
2025-11-10 00:24:50,83.72,3.204,0.276,anomal
2025-11-10 00:25:00,48.86,3.257,0.321,normal
2025-11-10 00:25:10,80.87,3.206,0.435,anomal
2025-11-10 00:25:20,46.57,3.325,0.321,normal
2025-11-10 00:25:30,55.21,3.31,0.282,normal
2025-11-10 00:25:40,64.57,3.341,0.297,normal
2025-11-10 00:25:50,50.26,3.336,0.319,normal
2025-11-10 00:26:00,57.51,3.321,0.333,normal
2025-11-10 00:26:10,54.89,3.316,0.325,normal
2025-11-10 00:26:20,49.9,3.341,0.277,normal
2025-11-10 00:26:30,80.23,2.929,0.166,anomal
2025-11-10 00:26:40,58.35,3.278,0.3,normal
2025-11-10 00:26:50,81.65,2.919,0.299,anomal
2025-11-10 00:27:00,64.3,3.315,0.313,normal
2025-11-10 00:27:10,48.14,3.321,0.309,normal
2025-11-10 00:27:20,59.04,3.251,0.255,normal
2025-11-10 00:27:30,60.21,3.311,0.287,normal
2025-11-10 00:27:40,58.87,3.278,0.341,normal
2025-11-10 00:27:50,56.16,3.26,0.298,normal
2025-11-10 00:28:00,88.28,2.993,0.332,anomal
2025-11-10 00:28:10,64.92,3.257,0.263,normal
2025-11-10 00:28:20,64.11,3.3,0.262,normal
2025-11-10 00:28:30,64.43,3.257,0.286,normal
2025-11-10 00:28:40,52.11,3.301,0.286,normal
2025-11-10 00:28:50,55.64,3.32,0.312,normal
2025-11-10 00:29:00,59.46,3.263,0.328,normal
2025-11-10 00:29:10,51.1,3.257,0.339,normal
2025-11-10 00:29:20,58.03,3.344,0.34,normal
2025-11-10 00:29:30,49.77,3.301,0.26,normal
2025-11-10 00:29:40,60.5,3.271,0.294,normal
2025-11-10 00:29:50,54.5,3.296,0.311,normal
2025-11-10 00:30:00,57.23,3.297,0.25,normal
2025-11-10 00:30:10,53.07,3.259,0.35,normal
2025-11-10 00:30:20,56.82,3.3,0.338,normal
2025-11-10 00:30:30,56.92,3.297,0.317,normal
2025-11-10 00:30:40,58.17,3.264,0.289,normal
2025-11-10 00:30:50,53.18,3.275,0.335,normal
2025-11-10 00:31:00,57.57,3.33,0.278,normal
2025-11-10 00:31:10,52.09,3.268,0.275,normal
2025-11-10 00:31:20,47.3,3.27,0.294,normal
2025-11-10 00:31:30,82.83,3.425,0.404,anomal
2025-11-10 00:31:40,58.53,3.333,0.312,normal
2025-11-10 00:31:50,56.39,3.282,0.342,normal
2025-11-10 00:32:00,47.91,3.278,0.31,normal
2025-11-10 00:32:10,63.41,3.349,0.27,normal
2025-11-10 00:32:20,81.01,3.333,0.187,anomal
2025-11-10 00:32:30,85.6,3.017,0.42,anomal
2025-11-10 00:32:40,58.58,3.256,0.341,normal
2025-11-10 00:32:50,51.06,3.268,0.328,normal
2025-11-10 00:33:00,52.73,3.321,0.35,normal
2025-11-10 00:33:10,50.36,3.281,0.319,normal
2025-11-10 00:33:20,84.8,3.063,0.439,anomal
2025-11-10 00:33:30,47.41,3.343,0.347,normal
2025-11-10 00:33:40,63.46,3.326,0.296,normal
2025-11-10 00:33:50,57.28,3.255,0.288,normal
2025-11-10 00:34:00,48.47,3.309,0.301,normal
2025-11-10 00:34:10,60.29,3.323,0.264,normal
2025-11-10 00:34:20,61.92,3.266,0.322,normal
2025-11-10 00:34:30,82.2,2.974,0.281,anomal
2025-11-10 00:34:40,49.71,3.262,0.263,normal
2025-11-10 00:34:50,59.0,3.285,0.299,normal
2025-11-10 00:35:00,63.53,3.331,0.285,normal
2025-11-10 00:35:10,48.27,3.297,0.28,normal
2025-11-10 00:35:20,53.66,3.251,0.349,normal
2025-11-10 00:35:30,61.53,3.272,0.32,normal
2025-11-10 00:35:40,50.23,3.337,0.337,normal
2025-11-10 00:35:50,47.11,3.315,0.265,normal
2025-11-10 00:36:00,52.7,3.296,0.282,normal
2025-11-10 00:36:10,63.58,3.3,0.322,normal
2025-11-10 00:36:20,59.3,3.315,0.332,normal
2025-11-10 00:36:30,89.32,2.987,0.294,anomal
2025-11-10 00:36:40,57.14,3.302,0.293,normal
2025-11-10 00:36:50,59.5,3.345,0.271,normal
2025-11-10 00:37:00,59.19,3.276,0.267,normal
2025-11-10 00:37:10,59.76,3.252,0.293,normal
2025-11-10 00:37:20,47.88,3.29,0.3,normal
2025-11-10 00:37:30,60.07,3.326,0.334,normal
2025-11-10 00:37:40,59.64,3.29,0.261,normal
2025-11-10 00:37:50,83.77,2.944,0.435,anomal
2025-11-10 00:38:00,60.49,3.319,0.254,normal
2025-11-10 00:38:10,58.37,3.259,0.332,normal
2025-11-10 00:38:20,51.95,3.335,0.255,normal
2025-11-10 00:38:30,45.64,3.299,0.32,normal
2025-11-10 00:38:40,58.8,3.29,0.34,normal
2025-11-10 00:38:50,60.09,3.346,0.33,normal
2025-11-10 00:39:00,56.08,3.278,0.287,normal
2025-11-10 00:39:10,46.11,3.331,0.301,normal
2025-11-10 00:39:20,51.92,3.326,0.285,normal
2025-11-10 00:39:30,63.02,3.277,0.293,normal
2025-11-10 00:39:40,57.79,3.349,0.341,normal
2025-11-10 00:39:50,86.12,3.238,0.245,anomal
2025-11-10 00:40:00,45.37,3.282,0.342,normal
2025-11-10 00:40:10,60.67,3.258,0.266,normal
2025-11-10 00:40:20,59.74,3.319,0.34,normal
2025-11-10 00:40:30,60.93,3.325,0.269,normal
2025-11-10 00:40:40,60.19,3.252,0.346,normal
2025-11-10 00:40:50,55.33,3.31,0.29,normal
2025-11-10 00:41:00,56.52,3.272,0.322,normal
2025-11-10 00:41:10,53.44,3.342,0.345,normal
2025-11-10 00:41:20,62.1,3.316,0.274,normal
2025-11-10 00:41:30,48.62,3.281,0.319,normal
2025-11-10 00:41:40,58.84,3.345,0.322,normal
2025-11-10 00:41:50,63.67,3.29,0.286,normal
2025-11-10 00:42:00,59.16,3.314,0.277,normal
2025-11-10 00:42:10,52.41,3.29,0.322,normal
2025-11-10 00:42:20,52.3,3.294,0.332,normal
2025-11-10 00:42:30,58.16,3.292,0.308,normal
2025-11-10 00:42:40,64.59,3.305,0.295,normal
2025-11-10 00:42:50,57.06,3.259,0.274,normal
2025-11-10 00:43:00,60.72,3.321,0.294,normal
2025-11-10 00:43:10,59.53,3.334,0.343,normal
2025-11-10 00:43:20,59.63,3.289,0.268,normal
2025-11-10 00:43:30,62.93,3.34,0.316,normal
2025-11-10 00:43:40,46.23,3.319,0.331,normal
2025-11-10 00:43:50,55.8,3.312,0.272,normal
2025-11-10 00:44:00,50.07,3.335,0.284,normal
2025-11-10 00:44:10,56.15,3.318,0.33,normal
2025-11-10 00:44:20,49.62,3.256,0.283,normal
2025-11-10 00:44:30,50.3,3.263,0.308,normal
2025-11-10 00:44:40,56.33,3.322,0.251,normal
2025-11-10 00:44:50,59.88,3.257,0.321,normal
2025-11-10 00:45:00,55.87,3.316,0.263,normal
2025-11-10 00:45:10,57.16,3.346,0.325,normal
2025-11-10 00:45:20,49.13,3.284,0.253,normal
2025-11-10 00:45:30,55.59,3.264,0.337,normal
2025-11-10 00:45:40,53.27,3.313,0.269,normal
2025-11-10 00:45:50,61.91,3.331,0.322,normal
2025-11-10 00:46:00,55.17,3.333,0.345,normal
2025-11-10 00:46:10,58.71,3.29,0.337,normal
2025-11-10 00:46:20,83.96,3.427,0.262,anomal
2025-11-10 00:46:30,51.75,3.346,0.279,normal
2025-11-10 00:46:40,52.47,3.346,0.32,normal
2025-11-10 00:46:50,45.45,3.289,0.287,normal
2025-11-10 00:47:00,46.16,3.288,0.275,normal
2025-11-10 00:47:10,56.25,3.341,0.265,normal
2025-11-10 00:47:20,57.14,3.328,0.295,normal
2025-11-10 00:47:30,83.31,3.235,0.459,anomal
2025-11-10 00:47:40,45.89,3.306,0.283,normal
2025-11-10 00:47:50,86.27,3.153,0.185,anomal
2025-11-10 00:48:00,63.06,3.3,0.297,normal
2025-11-10 00:48:10,50.74,3.293,0.274,normal
2025-11-10 00:48:20,62.48,3.282,0.292,normal
2025-11-10 00:48:30,56.32,3.276,0.33,normal
2025-11-10 00:48:40,57.09,3.302,0.295,normal
2025-11-10 00:48:50,85.03,3.287,0.431,anomal
2025-11-10 00:49:00,47.7,3.254,0.306,normal
2025-11-10 00:49:10,53.11,3.337,0.292,normal
2025-11-10 00:49:20,59.67,3.265,0.264,normal
2025-11-10 00:49:30,81.88,3.167,0.411,anomal
2025-11-10 00:49:40,57.5,3.344,0.329,normal
2025-11-10 00:49:50,63.1,3.347,0.33,normal
2025-11-10 00:50:00,50.93,3.298,0.283,normal
2025-11-10 00:50:10,48.95,3.272,0.281,normal
2025-11-10 00:50:20,59.01,3.336,0.34,normal
2025-11-10 00:50:30,80.79,2.935,0.398,anomal
2025-11-10 00:50:40,58.03,3.337,0.272,normal
2025-11-10 00:50:50,61.71,3.31,0.258,normal
2025-11-10 00:51:00,53.35,3.324,0.343,normal
2025-11-10 00:51:10,89.53,2.907,0.342,anomal
2025-11-10 00:51:20,59.73,3.283,0.312,normal
2025-11-10 00:51:30,46.94,3.305,0.315,normal
2025-11-10 00:51:40,45.93,3.322,0.339,normal
2025-11-10 00:51:50,60.02,3.321,0.318,normal
2025-11-10 00:52:00,64.58,3.318,0.321,normal
2025-11-10 00:52:10,85.61,3.413,0.249,anomal
2025-11-10 00:52:20,46.91,3.258,0.29,normal
2025-11-10 00:52:30,80.1,3.012,0.515,anomal
2025-11-10 00:52:40,48.89,3.332,0.333,normal
2025-11-10 00:52:50,59.01,3.296,0.328,normal
2025-11-10 00:53:00,56.61,3.349,0.265,normal
2025-11-10 00:53:10,57.92,3.301,0.316,normal
2025-11-10 00:53:20,59.28,3.341,0.329,normal
2025-11-10 00:53:30,62.92,3.291,0.256,normal
2025-11-10 00:53:40,50.05,3.338,0.323,normal
2025-11-10 00:53:50,62.85,3.321,0.276,normal
2025-11-10 00:54:00,55.08,3.288,0.254,normal
2025-11-10 00:54:10,84.72,3.299,0.481,anomal
2025-11-10 00:54:20,47.18,3.269,0.308,normal
2025-11-10 00:54:30,48.48,3.253,0.333,normal
2025-11-10 00:54:40,47.28,3.294,0.284,normal
2025-11-10 00:54:50,64.08,3.314,0.293,normal
2025-11-10 00:55:00,51.85,3.275,0.331,normal
2025-11-10 00:55:10,61.83,3.346,0.296,normal
2025-11-10 00:55:20,58.28,3.297,0.349,normal
2025-11-10 00:55:30,45.07,3.299,0.348,normal
2025-11-10 00:55:40,62.68,3.26,0.292,normal
2025-11-10 00:55:50,62.36,3.342,0.327,normal
2025-11-10 00:56:00,58.05,3.286,0.29,normal
2025-11-10 00:56:10,48.61,3.331,0.35,normal
2025-11-10 00:56:20,57.43,3.266,0.256,normal
2025-11-10 00:56:30,64.53,3.26,0.344,normal
2025-11-10 00:56:40,55.12,3.28,0.347,normal
2025-11-10 00:56:50,56.53,3.3,0.263,normal
2025-11-10 00:57:00,51.7,3.336,0.29,normal
2025-11-10 00:57:10,89.45,3.436,0.347,anomal
2025-11-10 00:57:20,56.77,3.251,0.305,normal
2025-11-10 00:57:30,51.38,3.322,0.323,normal
2025-11-10 00:57:40,61.1,3.251,0.334,normal
2025-11-10 00:57:50,57.69,3.281,0.337,normal
2025-11-10 00:58:00,47.62,3.316,0.35,normal
2025-11-10 00:58:10,48.51,3.296,0.31,normal
2025-11-10 00:58:20,54.24,3.329,0.327,normal
2025-11-10 00:58:30,45.69,3.286,0.254,normal
2025-11-10 00:58:40,64.46,3.349,0.283,normal
2025-11-10 00:58:50,81.23,2.958,0.264,anomal
2025-11-10 00:59:00,52.53,3.348,0.282,normal
2025-11-10 00:59:10,46.02,3.271,0.264,normal
2025-11-10 00:59:20,55.82,3.288,0.261,normal
2025-11-10 00:59:30,89.23,2.953,0.455,anomal
2025-11-10 00:59:40,50.68,3.335,0.303,normal
2025-11-10 00:59:50,52.67,3.295,0.279,normal
2025-11-10 01:00:00,85.91,3.059,0.205,anomal
2025-11-10 01:00:10,49.03,3.273,0.344,normal
2025-11-10 01:00:20,46.04,3.311,0.336,normal
2025-11-10 01:00:30,63.1,3.306,0.258,normal
2025-11-10 01:00:40,45.27,3.3,0.281,normal
2025-11-10 01:00:50,51.35,3.303,0.261,normal
2025-11-10 01:01:00,49.56,3.269,0.271,normal
2025-11-10 01:01:10,83.86,3.009,0.227,anomal
2025-11-10 01:01:20,45.01,3.307,0.308,normal
2025-11-10 01:01:30,47.63,3.252,0.267,normal
2025-11-10 01:01:40,58.56,3.318,0.285,normal
2025-11-10 01:01:50,60.36,3.312,0.323,normal
2025-11-10 01:02:00,50.27,3.321,0.283,normal
2025-11-10 01:02:10,55.85,3.337,0.348,normal
2025-11-10 01:02:20,63.97,3.335,0.316,normal
2025-11-10 01:02:30,62.82,3.264,0.348,normal
2025-11-10 01:02:40,51.06,3.278,0.343,normal
2025-11-10 01:02:50,52.48,3.324,0.327,normal
2025-11-10 01:03:00,58.36,3.268,0.315,normal
2025-11-10 01:03:10,53.66,3.273,0.295,normal
2025-11-10 01:03:20,54.24,3.259,0.298,normal
2025-11-10 01:03:30,49.44,3.259,0.284,normal
2025-11-10 01:03:40,54.45,3.337,0.304,normal
2025-11-10 01:03:50,49.7,3.329,0.291,normal
2025-11-10 01:04:00,81.55,3.411,0.434,anomal
2025-11-10 01:04:10,49.57,3.29,0.337,normal
2025-11-10 01:04:20,48.89,3.281,0.313,normal
2025-11-10 01:04:30,84.43,3.424,0.342,anomal
2025-11-10 01:04:40,55.26,3.347,0.256,normal
2025-11-10 01:04:50,63.7,3.304,0.35,normal
2025-11-10 01:05:00,55.42,3.26,0.346,normal
2025-11-10 01:05:10,55.62,3.332,0.312,normal
2025-11-10 01:05:20,48.46,3.287,0.308,normal
2025-11-10 01:05:30,61.18,3.272,0.278,normal
2025-11-10 01:05:40,81.35,2.904,0.165,anomal
2025-11-10 01:05:50,48.93,3.281,0.259,normal
2025-11-10 01:06:00,53.43,3.293,0.31,normal
2025-11-10 01:06:10,56.91,3.296,0.293,normal
2025-11-10 01:06:20,85.67,3.043,0.434,anomal
2025-11-10 01:06:30,64.36,3.271,0.291,normal
2025-11-10 01:06:40,45.46,3.293,0.342,normal
2025-11-10 01:06:50,62.95,3.322,0.308,normal
2025-11-10 01:07:00,60.86,3.27,0.333,normal
2025-11-10 01:07:10,64.22,3.27,0.256,normal
2025-11-10 01:07:20,80.28,3.111,0.222,anomal
2025-11-10 01:07:30,57.85,3.313,0.343,normal
2025-11-10 01:07:40,51.11,3.259,0.302,normal
2025-11-10 01:07:50,62.34,3.256,0.336,normal
2025-11-10 01:08:00,45.18,3.336,0.298,normal
2025-11-10 01:08:10,58.95,3.26,0.284,normal
2025-11-10 01:08:20,56.09,3.258,0.288,normal
2025-11-10 01:08:30,60.13,3.309,0.327,normal
2025-11-10 01:08:40,48.48,3.312,0.253,normal
2025-11-10 01:08:50,64.09,3.338,0.257,normal
2025-11-10 01:09:00,51.17,3.293,0.31,normal
2025-11-10 01:09:10,50.24,3.319,0.295,normal
2025-11-10 01:09:20,59.68,3.296,0.275,normal
2025-11-10 01:09:30,63.98,3.316,0.338,normal
2025-11-10 01:09:40,54.52,3.286,0.3,normal
2025-11-10 01:09:50,84.39,3.281,0.448,anomal
2025-11-10 01:10:00,81.63,3.101,0.377,anomal
2025-11-10 01:10:10,48.15,3.303,0.268,normal
2025-11-10 01:10:20,53.1,3.319,0.316,normal
2025-11-10 01:10:30,50.14,3.259,0.309,normal
2025-11-10 01:10:40,58.81,3.287,0.331,normal
2025-11-10 01:10:50,51.45,3.309,0.266,normal
2025-11-10 01:11:00,59.68,3.348,0.294,normal
2025-11-10 01:11:10,64.78,3.296,0.285,normal
2025-11-10 01:11:20,81.51,3.175,0.238,anomal
2025-11-10 01:11:30,45.43,3.314,0.296,normal
2025-11-10 01:11:40,63.3,3.293,0.299,normal
2025-11-10 01:11:50,52.44,3.288,0.288,normal
2025-11-10 01:12:00,47.95,3.284,0.266,normal
2025-11-10 01:12:10,53.99,3.263,0.307,normal
2025-11-10 01:12:20,49.81,3.313,0.267,normal
2025-11-10 01:12:30,45.9,3.327,0.334,normal
2025-11-10 01:12:40,64.57,3.3,0.339,normal
2025-11-10 01:12:50,53.66,3.335,0.264,normal
2025-11-10 01:13:00,50.03,3.307,0.316,normal
2025-11-10 01:13:10,63.48,3.315,0.27,normal
2025-11-10 01:13:20,55.52,3.289,0.343,normal
2025-11-10 01:13:30,58.44,3.326,0.272,normal
2025-11-10 01:13:40,57.33,3.28,0.251,normal
2025-11-10 01:13:50,46.15,3.26,0.27,normal
2025-11-10 01:14:00,46.29,3.307,0.338,normal
2025-11-10 01:14:10,56.85,3.278,0.316,normal
2025-11-10 01:14:20,46.75,3.34,0.315,normal
2025-11-10 01:14:30,51.29,3.317,0.295,normal
2025-11-10 01:14:40,49.42,3.31,0.283,normal
2025-11-10 01:14:50,50.66,3.282,0.292,normal
2025-11-10 01:15:00,62.42,3.34,0.318,normal
2025-11-10 01:15:10,49.4,3.337,0.316,normal
2025-11-10 01:15:20,64.99,3.324,0.295,normal
2025-11-10 01:15:30,60.8,3.265,0.282,normal
2025-11-10 01:15:40,56.19,3.323,0.288,normal
2025-11-10 01:15:50,58.35,3.313,0.339,normal
2025-11-10 01:16:00,60.42,3.306,0.262,normal
2025-11-10 01:16:10,52.21,3.262,0.345,normal
2025-11-10 01:16:20,60.41,3.344,0.343,normal
2025-11-10 01:16:30,58.28,3.343,0.313,normal
2025-11-10 01:16:40,86.31,3.033,0.423,anomal
2025-11-10 01:16:50,54.86,3.266,0.29,normal
2025-11-10 01:17:00,60.76,3.333,0.323,normal
2025-11-10 01:17:10,63.64,3.27,0.251,normal
2025-11-10 01:17:20,54.28,3.316,0.314,normal
2025-11-10 01:17:30,49.63,3.338,0.258,normal
2025-11-10 01:17:40,46.9,3.328,0.262,normal
2025-11-10 01:17:50,48.14,3.257,0.322,normal
2025-11-10 01:18:00,52.25,3.323,0.336,normal
2025-11-10 01:18:10,62.14,3.31,0.327,normal
2025-11-10 01:18:20,59.56,3.325,0.313,normal
2025-11-10 01:18:30,48.11,3.349,0.284,normal
2025-11-10 01:18:40,45.68,3.294,0.342,normal
2025-11-10 01:18:50,50.11,3.339,0.339,normal
2025-11-10 01:19:00,50.87,3.273,0.302,normal
2025-11-10 01:19:10,54.98,3.298,0.314,normal
2025-11-10 01:19:20,48.32,3.339,0.29,normal
2025-11-10 01:19:30,46.97,3.262,0.275,normal
2025-11-10 01:19:40,55.79,3.27,0.284,normal
2025-11-10 01:19:50,45.03,3.328,0.277,normal
2025-11-10 01:20:00,45.39,3.258,0.315,normal
2025-11-10 01:20:10,83.71,3.043,0.494,anomal
2025-11-10 01:20:20,53.79,3.28,0.251,normal
2025-11-10 01:20:30,60.01,3.272,0.285,normal
2025-11-10 01:20:40,54.26,3.334,0.333,normal
2025-11-10 01:20:50,88.76,3.366,0.327,anomal
2025-11-10 01:21:00,56.02,3.26,0.279,normal
2025-11-10 01:21:10,47.85,3.268,0.295,normal
2025-11-10 01:21:20,48.84,3.273,0.349,normal
2025-11-10 01:21:30,45.92,3.323,0.271,normal
2025-11-10 01:21:40,58.5,3.291,0.336,normal
2025-11-10 01:21:50,52.4,3.316,0.33,normal
2025-11-10 01:22:00,51.39,3.311,0.31,normal
2025-11-10 01:22:10,88.87,3.232,0.31,anomal
2025-11-10 01:22:20,53.86,3.266,0.348,normal
