timestamp,TEMP_PDU,BUS_VOLTAGE,LOAD_CURRENT,label
2025-11-10 00:12:00,58.32,29.92,1.16,normal
2025-11-10 00:12:10,47.71,28.09,1.2,normal
2025-11-10 00:12:20,66.8,29.97,1.25,normal
2025-11-10 00:12:30,61.97,28.87,3.79,normal
2025-11-10 00:12:40,65.88,28.14,3.07,normal
2025-11-10 00:12:50,50.51,28.28,1.24,normal
2025-11-10 00:13:00,69.29,29.95,4.65,normal
2025-11-10 00:13:10,92.48,28.11,3.25,anomal
2025-11-10 00:13:20,92.87,28.45,6.45,anomal
2025-11-10 00:13:30,59.36,29.9,4.54,normal
2025-11-10 00:13:40,48.03,29.46,1.16,normal
2025-11-10 00:13:50,48.92,28.99,3.52,normal
2025-11-10 00:14:00,46.34,28.23,2.78,normal
2025-11-10 00:14:10,91.15,29.1,2.72,anomal
2025-11-10 00:14:20,90.15,26.3,4.53,anomal
2025-11-10 00:14:30,51.43,29.73,1.02,normal
2025-11-10 00:14:40,62.99,28.48,1.14,normal
2025-11-10 00:14:50,91.79,29.42,3.74,anomal
2025-11-10 00:15:00,53.16,29.83,4.63,normal
2025-11-10 00:15:10,48.23,29.85,2.99,normal
2025-11-10 00:15:20,55.7,28.44,1.95,normal
2025-11-10 00:15:30,93.61,30.46,6.2,anomal
2025-11-10 00:15:40,52.76,28.32,2.46,normal
2025-11-10 00:15:50,94.77,30.01,2.16,anomal
2025-11-10 00:16:00,62.77,29.32,1.92,normal
2025-11-10 00:16:10,61.27,28.55,2.07,normal
2025-11-10 00:16:20,41.72,28.11,2.77,normal
2025-11-10 00:16:30,41.63,29.9,4.47,normal
2025-11-10 00:16:40,45.72,29.68,4.88,normal
2025-11-10 00:16:50,68.4,28.44,4.66,normal
2025-11-10 00:17:00,64.74,29.74,2.69,normal
2025-11-10 00:17:10,42.51,28.32,3.39,normal
2025-11-10 00:17:20,61.39,28.95,1.66,normal
2025-11-10 00:17:30,99.92,29.6,2.26,anomal
2025-11-10 00:17:40,67.52,29.85,1.97,normal
2025-11-10 00:17:50,50.98,29.84,3.58,normal
2025-11-10 00:18:00,68.46,28.47,3.48,normal
2025-11-10 00:18:10,50.34,29.36,1.68,normal
2025-11-10 00:18:20,65.77,29.55,3.87,normal
2025-11-10 00:18:30,56.48,29.14,1.8,normal
2025-11-10 00:18:40,54.04,28.41,4.27,normal
2025-11-10 00:18:50,63.52,28.46,4.97,normal
2025-11-10 00:19:00,68.57,28.26,4.85,normal
2025-11-10 00:19:10,69.14,28.8,4.8,normal
2025-11-10 00:19:20,60.81,29.81,2.09,normal
2025-11-10 00:19:30,91.23,29.13,4.81,anomal
2025-11-10 00:19:40,43.36,28.27,3.5,normal
2025-11-10 00:19:50,55.01,28.32,2.49,normal
2025-11-10 00:20:00,46.43,28.08,2.07,normal
2025-11-10 00:20:10,46.12,28.23,2.86,normal
2025-11-10 00:20:20,93.92,28.3,6.52,anomal
2025-11-10 00:20:30,92.58,26.53,3.0,anomal
2025-11-10 00:20:40,47.98,29.01,1.94,normal
2025-11-10 00:20:50,49.11,29.99,1.88,normal
2025-11-10 00:21:00,40.61,29.86,4.77,normal
2025-11-10 00:21:10,59.53,28.63,3.08,normal
2025-11-10 00:21:20,50.89,29.05,4.46,normal
2025-11-10 00:21:30,56.37,28.07,2.98,normal
2025-11-10 00:21:40,65.1,29.64,3.12,normal
2025-11-10 00:21:50,52.96,29.18,2.82,normal
2025-11-10 00:22:00,41.91,28.33,3.95,normal
2025-11-10 00:22:10,60.53,29.98,3.51,normal
2025-11-10 00:22:20,64.36,29.78,1.06,normal
2025-11-10 00:22:30,52.31,28.46,4.66,normal
2025-11-10 00:22:40,68.92,29.69,3.31,normal
2025-11-10 00:22:50,51.19,29.93,2.23,normal
2025-11-10 00:23:00,47.71,29.39,3.41,normal
2025-11-10 00:23:10,62.02,28.7,3.7,normal
2025-11-10 00:23:20,62.9,28.1,4.27,normal
2025-11-10 00:23:30,51.04,28.08,1.48,normal
2025-11-10 00:23:40,48.63,29.33,4.22,normal
2025-11-10 00:23:50,61.08,28.48,4.37,normal
2025-11-10 00:24:00,40.01,28.07,3.32,normal
2025-11-10 00:24:10,52.19,28.68,1.77,normal
2025-11-10 00:24:20,54.2,29.2,1.73,normal
2025-11-10 00:24:30,63.0,28.92,2.12,normal
2025-11-10 00:24:40,57.53,29.65,2.47,normal
2025-11-10 00:24:50,52.89,28.03,2.15,normal
2025-11-10 00:25:00,49.21,28.15,1.66,normal
2025-11-10 00:25:10,66.38,29.57,1.12,normal
2025-11-10 00:25:20,90.01,31.11,4.81,anomal
2025-11-10 00:25:30,97.43,32.65,6.32,anomal
2025-11-10 00:25:40,68.97,28.7,2.01,normal
2025-11-10 00:25:50,41.52,28.13,1.98,normal
2025-11-10 00:26:00,65.03,28.73,3.32,normal
2025-11-10 00:26:10,67.57,29.22,2.26,normal
2025-11-10 00:26:20,57.47,28.93,3.44,normal
2025-11-10 00:26:30,53.44,28.45,3.95,normal
2025-11-10 00:26:40,54.9,28.89,3.15,normal
2025-11-10 00:26:50,46.15,28.56,3.82,normal
2025-11-10 00:27:00,92.82,26.6,1.47,anomal
2025-11-10 00:27:10,95.27,25.43,7.76,anomal
2025-11-10 00:27:20,63.35,29.26,3.93,normal
2025-11-10 00:27:30,68.85,28.61,4.72,normal
2025-11-10 00:27:40,45.94,29.57,2.01,normal
2025-11-10 00:27:50,43.37,28.69,1.78,normal
2025-11-10 00:28:00,46.2,29.08,2.83,normal
2025-11-10 00:28:10,63.01,29.42,2.98,normal
2025-11-10 00:28:20,68.03,28.89,2.61,normal
2025-11-10 00:28:30,59.98,28.4,3.37,normal
2025-11-10 00:28:40,49.47,28.1,3.6,normal
2025-11-10 00:28:50,45.33,29.75,2.76,normal
2025-11-10 00:29:00,69.51,28.64,1.48,normal
2025-11-10 00:29:10,99.54,29.94,0.77,anomal
2025-11-10 00:29:20,49.64,28.83,1.76,normal
2025-11-10 00:29:30,47.6,28.26,2.16,normal
2025-11-10 00:29:40,58.8,28.74,1.09,normal
2025-11-10 00:29:50,59.88,28.52,3.17,normal
2025-11-10 00:30:00,90.52,28.48,6.63,anomal
2025-11-10 00:30:10,41.14,29.43,2.73,normal
2025-11-10 00:30:20,53.08,28.29,3.02,normal
2025-11-10 00:30:30,63.37,28.95,3.71,normal
2025-11-10 00:30:40,96.05,28.77,0.79,anomal
2025-11-10 00:30:50,59.42,28.43,3.36,normal
2025-11-10 00:31:00,54.45,28.71,1.89,normal
2025-11-10 00:31:10,46.71,29.47,2.16,normal
2025-11-10 00:31:20,41.02,28.89,2.31,normal
2025-11-10 00:31:30,90.14,25.0,4.02,anomal
2025-11-10 00:31:40,47.67,28.39,4.52,normal
2025-11-10 00:31:50,48.99,29.57,1.51,normal
2025-11-10 00:32:00,56.28,29.9,4.74,normal
2025-11-10 00:32:10,42.92,29.81,4.99,normal
2025-11-10 00:32:20,54.72,29.95,1.77,normal
2025-11-10 00:32:30,63.36,28.07,3.45,normal
2025-11-10 00:32:40,97.39,29.57,2.95,anomal
2025-11-10 00:32:50,62.99,28.92,1.47,normal
2025-11-10 00:33:00,69.47,28.38,1.35,normal
2025-11-10 00:33:10,98.14,27.8,1.03,anomal
2025-11-10 00:33:20,99.71,28.85,1.09,anomal
2025-11-10 00:33:30,41.71,29.73,2.14,normal
2025-11-10 00:33:40,45.65,29.81,2.14,normal
2025-11-10 00:33:50,49.69,29.71,3.99,normal
2025-11-10 00:34:00,93.32,28.18,3.55,anomal
2025-11-10 00:34:10,44.27,28.08,1.05,normal
2025-11-10 00:34:20,43.78,28.97,3.29,normal
2025-11-10 00:34:30,92.55,30.39,6.81,anomal
2025-11-10 00:34:40,45.16,29.56,2.63,normal
2025-11-10 00:34:50,47.12,29.2,1.39,normal
2025-11-10 00:35:00,64.28,28.99,1.71,normal
2025-11-10 00:35:10,58.78,29.24,2.39,normal
2025-11-10 00:35:20,49.23,29.36,1.68,normal
2025-11-10 00:35:30,64.27,28.75,4.36,normal
2025-11-10 00:35:40,41.38,28.13,4.45,normal
2025-11-10 00:35:50,58.89,28.25,1.78,normal
2025-11-10 00:36:00,59.33,28.33,1.08,normal
2025-11-10 00:36:10,43.12,29.69,2.58,normal
2025-11-10 00:36:20,55.16,29.74,4.3,normal
2025-11-10 00:36:30,58.66,28.74,2.09,normal
2025-11-10 00:36:40,57.63,28.75,3.25,normal
2025-11-10 00:36:50,68.19,28.83,2.73,normal
2025-11-10 00:37:00,42.14,29.37,4.49,normal
2025-11-10 00:37:10,54.79,28.54,4.63,normal
2025-11-10 00:37:20,50.99,28.88,1.19,normal
2025-11-10 00:37:30,90.73,29.25,6.96,anomal
2025-11-10 00:37:40,51.96,29.64,2.74,normal
2025-11-10 00:37:50,57.09,28.16,4.37,normal
2025-11-10 00:38:00,44.86,29.67,1.65,normal
2025-11-10 00:38:10,43.97,28.65,4.07,normal
2025-11-10 00:38:20,59.02,29.67,2.24,normal
2025-11-10 00:38:30,47.67,29.1,4.4,normal
2025-11-10 00:38:40,57.35,28.05,4.73,normal
2025-11-10 00:38:50,41.8,28.37,4.12,normal
2025-11-10 00:39:00,52.57,29.52,3.21,normal
2025-11-10 00:39:10,53.55,29.38,4.29,normal
2025-11-10 00:39:20,59.24,29.25,3.52,normal
2025-11-10 00:39:30,56.0,28.56,4.45,normal
2025-11-10 00:39:40,69.41,29.15,1.07,normal
2025-11-10 00:39:50,93.27,32.88,2.58,anomal
2025-11-10 00:40:00,58.07,28.68,1.42,normal
2025-11-10 00:40:10,68.6,28.62,3.42,normal
2025-11-10 00:40:20,65.94,29.89,2.59,normal
2025-11-10 00:40:30,60.26,28.29,2.0,normal
2025-11-10 00:40:40,65.95,28.38,4.67,normal
2025-11-10 00:40:50,96.16,26.81,5.79,anomal
2025-11-10 00:41:00,48.86,29.96,2.78,normal
2025-11-10 00:41:10,50.56,28.21,1.85,normal
2025-11-10 00:41:20,68.29,28.45,2.32,normal
2025-11-10 00:41:30,43.1,28.83,3.54,normal
2025-11-10 00:41:40,53.59,29.37,3.44,normal
2025-11-10 00:41:50,53.96,28.71,3.59,normal
2025-11-10 00:42:00,99.09,30.83,6.97,anomal
2025-11-10 00:42:10,65.67,28.87,2.6,normal
2025-11-10 00:42:20,63.86,29.92,2.02,normal
2025-11-10 00:42:30,47.77,28.57,3.89,normal
2025-11-10 00:42:40,60.35,29.87,4.64,normal
2025-11-10 00:42:50,40.32,28.08,2.64,normal
2025-11-10 00:43:00,57.09,28.79,4.61,normal
2025-11-10 00:43:10,92.13,29.01,6.64,anomal
2025-11-10 00:43:20,55.5,29.07,2.45,normal
2025-11-10 00:43:30,43.67,29.24,2.71,normal
2025-11-10 00:43:40,55.45,29.52,4.95,normal
2025-11-10 00:43:50,63.33,28.97,2.51,normal
2025-11-10 00:44:00,40.72,28.55,3.07,normal
2025-11-10 00:44:10,55.18,29.21,3.96,normal
2025-11-10 00:44:20,45.24,28.22,3.76,normal
2025-11-10 00:44:30,43.46,28.18,3.66,normal
2025-11-10 00:44:40,42.23,28.05,4.45,normal
2025-11-10 00:44:50,46.01,28.04,2.89,normal
2025-11-10 00:45:00,53.34,28.06,1.07,normal
2025-11-10 00:45:10,42.71,28.62,4.53,normal
2025-11-10 00:45:20,62.28,29.51,1.22,normal
2025-11-10 00:45:30,42.9,28.54,4.45,normal
2025-11-10 00:45:40,45.7,28.01,1.77,normal
2025-11-10 00:45:50,46.56,28.44,2.64,normal
2025-11-10 00:46:00,40.26,28.27,3.22,normal
2025-11-10 00:46:10,56.91,29.75,3.82,normal
2025-11-10 00:46:20,65.17,28.59,1.84,normal
2025-11-10 00:46:30,57.6,28.6,1.12,normal
2025-11-10 00:46:40,44.76,28.07,4.15,normal
2025-11-10 00:46:50,46.58,28.45,4.64,normal
2025-11-10 00:47:00,49.29,29.46,1.93,normal
2025-11-10 00:47:10,68.68,28.49,2.31,normal
2025-11-10 00:47:20,62.41,28.43,3.22,normal
2025-11-10 00:47:30,66.99,29.63,1.65,normal
2025-11-10 00:47:40,62.43,29.61,1.49,normal
2025-11-10 00:47:50,54.84,29.98,1.3,normal
2025-11-10 00:48:00,61.43,29.2,3.23,normal
2025-11-10 00:48:10,65.54,29.43,1.71,normal
2025-11-10 00:48:20,57.63,29.76,1.23,normal
2025-11-10 00:48:30,42.29,29.71,3.39,normal
2025-11-10 00:48:40,49.48,29.99,3.68,normal
2025-11-10 00:48:50,44.85,29.42,3.78,normal
2025-11-10 00:49:00,48.43,29.81,4.42,normal
2025-11-10 00:49:10,46.1,29.56,3.47,normal
2025-11-10 00:49:20,98.86,25.98,7.23,anomal
2025-11-10 00:49:30,42.91,28.2,3.57,normal
2025-11-10 00:49:40,54.64,28.77,2.23,normal
2025-11-10 00:49:50,59.83,28.28,3.78,normal
2025-11-10 00:50:00,63.42,28.7,1.3,normal
2025-11-10 00:50:10,65.76,28.06,3.4,normal
2025-11-10 00:50:20,56.39,28.47,4.23,normal
2025-11-10 00:50:30,90.96,30.27,5.5,anomal
2025-11-10 00:50:40,52.62,29.31,4.15,normal
2025-11-10 00:50:50,49.01,29.4,1.91,normal
2025-11-10 00:51:00,41.09,28.61,3.32,normal
2025-11-10 00:51:10,45.48,29.79,3.74,normal
2025-11-10 00:51:20,61.52,28.28,1.8,normal
2025-11-10 00:51:30,59.44,28.4,3.47,normal
2025-11-10 00:51:40,51.05,29.54,3.7,normal
2025-11-10 00:51:50,93.79,25.71,4.54,anomal
2025-11-10 00:52:00,59.09,29.01,3.5,normal
2025-11-10 00:52:10,58.66,29.29,3.57,normal
2025-11-10 00:52:20,97.98,31.0,6.51,anomal
2025-11-10 00:52:30,45.09,29.37,4.89,normal
2025-11-10 00:52:40,50.41,29.87,3.96,normal
2025-11-10 00:52:50,47.2,29.04,4.32,normal
2025-11-10 00:53:00,55.46,29.5,2.47,normal
2025-11-10 00:53:10,66.49,29.84,3.35,normal
2025-11-10 00:53:20,52.52,28.02,3.45,normal
2025-11-10 00:53:30,91.51,29.9,0.55,anomal
2025-11-10 00:53:40,68.06,29.63,1.76,normal
2025-11-10 00:53:50,90.17,31.93,5.27,anomal
2025-11-10 00:54:00,52.66,29.73,2.72,normal
2025-11-10 00:54:10,61.62,28.02,1.53,normal
2025-11-10 00:54:20,47.0,28.19,2.43,normal
2025-11-10 00:54:30,63.13,28.08,4.1,normal
2025-11-10 00:54:40,68.2,28.82,4.64,normal
2025-11-10 00:54:50,67.91,28.44,1.66,normal
2025-11-10 00:55:00,66.33,29.09,4.09,normal
2025-11-10 00:55:10,66.14,29.45,3.8,normal
2025-11-10 00:55:20,68.34,29.44,4.6,normal
2025-11-10 00:55:30,63.64,29.36,1.55,normal
2025-11-10 00:55:40,55.15,29.76,4.94,normal
2025-11-10 00:55:50,55.19,29.84,4.88,normal
2025-11-10 00:56:00,40.17,28.3,1.97,normal
2025-11-10 00:56:10,62.78,28.28,4.48,normal
2025-11-10 00:56:20,62.19,29.93,3.14,normal
2025-11-10 00:56:30,63.44,29.07,2.23,normal
2025-11-10 00:56:40,68.55,29.89,3.04,normal
2025-11-10 00:56:50,69.22,29.86,1.4,normal
2025-11-10 00:57:00,57.29,28.62,4.16,normal
2025-11-10 00:57:10,52.17,28.61,4.05,normal
2025-11-10 00:57:20,69.77,29.73,2.44,normal
2025-11-10 00:57:30,98.01,31.18,6.54,anomal
2025-11-10 00:57:40,93.23,29.45,3.49,anomal
2025-11-10 00:57:50,51.07,29.18,3.73,normal
2025-11-10 00:58:00,47.62,28.45,3.86,normal
2025-11-10 00:58:10,60.14,28.68,3.13,normal
2025-11-10 00:58:20,42.77,28.55,2.31,normal
2025-11-10 00:58:30,52.15,29.71,1.05,normal
2025-11-10 00:58:40,46.52,28.71,3.22,normal
2025-11-10 00:58:50,62.96,29.51,2.66,normal
2025-11-10 00:59:00,90.46,30.22,0.7,anomal
2025-11-10 00:59:10,61.68,29.95,4.71,normal
2025-11-10 00:59:20,44.78,29.9,4.16,normal
2025-11-10 00:59:30,58.36,28.24,1.83,normal
2025-11-10 00:59:40,66.86,29.87,4.27,normal
2025-11-10 00:59:50,50.12,28.01,3.49,normal
2025-11-10 01:00:00,63.54,28.46,1.53,normal
2025-11-10 01:00:10,45.43,28.87,2.29,normal
2025-11-10 01:00:20,40.93,28.75,2.91,normal
2025-11-10 01:00:30,46.71,29.98,2.58,normal
2025-11-10 01:00:40,64.97,30.0,2.7,normal
2025-11-10 01:00:50,49.77,28.08,1.51,normal
2025-11-10 01:01:00,49.36,29.92,2.83,normal
2025-11-10 01:01:10,56.6,29.33,1.51,normal
2025-11-10 01:01:20,45.83,29.21,4.49,normal
2025-11-10 01:01:30,55.07,28.37,4.33,normal
2025-11-10 01:01:40,67.05,29.85,1.01,normal
2025-11-10 01:01:50,64.23,29.12,4.28,normal
2025-11-10 01:02:00,67.4,29.51,4.6,normal
2025-11-10 01:02:10,63.04,28.54,2.29,normal
2025-11-10 01:02:20,42.12,28.48,3.01,normal
2025-11-10 01:02:30,42.16,29.14,3.88,normal
2025-11-10 01:02:40,93.65,26.42,3.82,anomal
2025-11-10 01:02:50,96.13,32.41,6.52,anomal
2025-11-10 01:03:00,40.15,28.34,4.21,normal
2025-11-10 01:03:10,65.31,28.54,2.2,normal
2025-11-10 01:03:20,69.1,28.01,4.64,normal
2025-11-10 01:03:30,64.11,29.3,1.39,normal
2025-11-10 01:03:40,62.92,29.78,3.45,normal
2025-11-10 01:03:50,54.89,28.09,1.29,normal
2025-11-10 01:04:00,43.06,29.83,3.41,normal
2025-11-10 01:04:10,44.34,28.67,4.92,normal
2025-11-10 01:04:20,46.0,28.68,1.79,normal
2025-11-10 01:04:30,43.89,29.52,4.29,normal
2025-11-10 01:04:40,55.97,28.44,1.71,normal
2025-11-10 01:04:50,41.08,28.65,2.21,normal
2025-11-10 01:05:00,42.72,28.27,3.16,normal
2025-11-10 01:05:10,51.37,29.64,2.76,normal
2025-11-10 01:05:20,57.13,28.45,3.17,normal
2025-11-10 01:05:30,52.68,29.9,2.82,normal
2025-11-10 01:05:40,69.07,28.13,2.83,normal
2025-11-10 01:05:50,52.37,29.38,2.41,normal
2025-11-10 01:06:00,57.79,29.76,2.22,normal
2025-11-10 01:06:10,53.64,29.63,2.44,normal
2025-11-10 01:06:20,49.15,28.01,4.22,normal
2025-11-10 01:06:30,67.61,29.26,3.21,normal
2025-11-10 01:06:40,52.05,28.3,1.42,normal
2025-11-10 01:06:50,62.5,28.59,1.83,normal
2025-11-10 01:07:00,57.75,28.41,1.73,normal
2025-11-10 01:07:10,40.4,28.61,1.48,normal
2025-11-10 01:07:20,53.65,28.69,3.3,normal
2025-11-10 01:07:30,40.22,29.3,3.74,normal
2025-11-10 01:07:40,98.7,31.41,4.53,anomal
2025-11-10 01:07:50,51.32,28.8,3.06,normal
2025-11-10 01:08:00,59.04,29.73,1.94,normal
2025-11-10 01:08:10,97.51,25.35,1.64,anomal
2025-11-10 01:08:20,48.48,28.91,2.25,normal
2025-11-10 01:08:30,45.61,29.85,4.1,normal
2025-11-10 01:08:40,53.39,29.88,1.9,normal
2025-11-10 01:08:50,60.72,28.41,1.37,normal
2025-11-10 01:09:00,57.99,29.82,2.58,normal
2025-11-10 01:09:10,67.36,29.55,4.55,normal
2025-11-10 01:09:20,51.93,29.94,1.86,normal
2025-11-10 01:09:30,91.04,32.2,7.78,anomal
2025-11-10 01:09:40,58.9,29.41,2.57,normal
2025-11-10 01:09:50,42.25,28.25,3.37,normal
2025-11-10 01:10:00,49.33,29.12,1.98,normal
2025-11-10 01:10:10,45.39,28.68,1.47,normal
2025-11-10 01:10:20,65.68,28.97,4.27,normal
2025-11-10 01:10:30,54.98,28.54,2.5,normal
2025-11-10 01:10:40,65.67,29.16,3.25,normal
2025-11-10 01:10:50,49.0,29.83,3.36,normal
2025-11-10 01:11:00,49.3,29.44,3.32,normal
2025-11-10 01:11:10,65.48,28.96,3.33,normal
2025-11-10 01:11:20,42.27,29.72,3.43,normal
2025-11-10 01:11:30,68.36,28.15,1.7,normal
2025-11-10 01:11:40,66.36,28.15,1.93,normal
2025-11-10 01:11:50,51.59,28.97,1.49,normal
2025-11-10 01:12:00,46.94,29.52,2.17,normal
2025-11-10 01:12:10,56.93,28.34,2.05,normal
2025-11-10 01:12:20,55.04,29.2,4.02,normal
2025-11-10 01:12:30,47.38,29.8,3.61,normal
2025-11-10 01:12:40,55.46,29.53,2.29,normal
2025-11-10 01:12:50,47.08,28.64,1.44,normal
2025-11-10 01:13:00,47.76,28.35,4.17,normal
2025-11-10 01:13:10,60.41,28.17,2.47,normal
2025-11-10 01:13:20,66.65,28.37,4.91,normal
2025-11-10 01:13:30,54.64,29.05,2.06,normal
2025-11-10 01:13:40,51.03,29.83,4.89,normal
2025-11-10 01:13:50,62.9,29.27,2.0,normal
2025-11-10 01:14:00,61.08,28.87,2.26,normal
2025-11-10 01:14:10,54.65,29.59,4.42,normal
2025-11-10 01:14:20,52.75,28.04,3.94,normal
2025-11-10 01:14:30,91.94,30.52,1.75,anomal
2025-11-10 01:14:40,58.07,29.06,3.59,normal
2025-11-10 01:14:50,58.93,28.35,2.7,normal
2025-11-10 01:15:00,40.13,29.63,3.03,normal
2025-11-10 01:15:10,61.95,29.47,2.31,normal
2025-11-10 01:15:20,63.29,29.77,4.06,normal
2025-11-10 01:15:30,47.09,29.66,3.44,normal
2025-11-10 01:15:40,94.44,32.98,1.82,anomal
2025-11-10 01:15:50,41.18,28.44,1.33,normal
2025-11-10 01:16:00,60.77,28.75,1.11,normal
2025-11-10 01:16:10,69.71,28.99,1.89,normal
2025-11-10 01:16:20,54.31,29.3,4.67,normal
2025-11-10 01:16:30,46.41,28.66,3.29,normal
2025-11-10 01:16:40,55.77,28.46,1.98,normal
2025-11-10 01:16:50,52.59,28.39,1.22,normal
2025-11-10 01:17:00,69.28,28.52,4.16,normal
2025-11-10 01:17:10,46.37,28.92,4.42,normal
2025-11-10 01:17:20,43.16,29.49,2.95,normal
2025-11-10 01:17:30,50.52,28.11,3.88,normal
2025-11-10 01:17:40,53.82,28.09,3.48,normal
2025-11-10 01:17:50,55.24,28.88,3.3,normal
2025-11-10 01:18:00,58.09,28.93,2.47,normal
2025-11-10 01:18:10,48.42,28.65,4.42,normal
2025-11-10 01:18:20,46.76,29.81,1.12,normal
2025-11-10 01:18:30,54.18,28.28,2.45,normal
2025-11-10 01:18:40,92.11,29.74,1.67,anomal
2025-11-10 01:18:50,59.9,28.79,2.56,normal
2025-11-10 01:19:00,69.58,29.03,2.12,normal
2025-11-10 01:19:10,57.77,28.52,2.53,normal
2025-11-10 01:19:20,97.03,26.74,2.98,anomal
2025-11-10 01:19:30,42.17,29.51,2.02,normal
2025-11-10 01:19:40,45.86,28.17,3.5,normal
2025-11-10 01:19:50,61.02,29.21,3.49,normal
2025-11-10 01:20:00,48.56,29.62,3.54,normal
2025-11-10 01:20:10,96.37,26.28,2.68,anomal
2025-11-10 01:20:20,64.21,28.71,3.52,normal
2025-11-10 01:20:30,67.56,29.63,1.39,normal
2025-11-10 01:20:40,46.76,29.28,4.98,normal
2025-11-10 01:20:50,56.86,28.36,2.36,normal
2025-11-10 01:21:00,57.76,29.44,4.9,normal
2025-11-10 01:21:10,69.07,28.93,2.62,normal
2025-11-10 01:21:20,46.98,29.27,1.5,normal
2025-11-10 01:21:30,44.75,29.49,4.97,normal
2025-11-10 01:21:40,64.13,29.65,4.81,normal
2025-11-10 01:21:50,51.75,29.96,4.32,normal
2025-11-10 01:22:00,47.23,28.1,4.73,normal
2025-11-10 01:22:10,56.98,28.62,4.32,normal
2025-11-10 01:22:20,59.21,29.03,1.81,normal
